carVIN,scrapeURL_Model_Year,listingDateDiff,vehicleHistUseType,vehicleHistTitleStatus,vehicleHistNumOwners,vehicleHistAccidents,transmissionType,fuelType,driveType,engineInfo,mileage,interiorColor,exteriorColor,style,location_state,car_location_latitude,car_location_longitude,mileageRating_HWY,mileageRating_CTY,monthlyPayment_USD,allFeatures,listPrice_USD,Price_Difference_Pct
5YFBU4EE9CP068008,2012,-15,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,146337,Dark Charcoal,Barcelona Red Metallic,Sedan, AZ,32.2228765,-110.974847,34,26,174,audio 6 speakers audio am fm radio audio cd player audio mp3 decoder radio am fm cd w mp3 wma playback and 6 speakers climate control air conditioning climate control rear window defroster convenience power steering convenience power windows convenience remote keyless entry convenience steering wheel mounted audio controls cruise control speed control driving assist brake assist driving assist electronic stability control handling speed sensing steering handling traction control headlights front fog lights misc exterior bumpers body color,10500,-1.57142857142857
5YFBU4EE9DP184942,2013,-1,Personal Use,Clean,3,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,88294,Dark Charcoal,Super White,Sedan, GA,34.1206564,-84.0043513,34,26,249,cruise control auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission bluetooth technology,14998,-0.946792905720763
5YFBU4EEXCP055932,2012,-4,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,110398,Tan,Gold,Sedan, CA,50.000678,-86.000977,34,26,232,auxiliary audio input overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission 2 keys guaranteed,13998,2.52178882697528
5YFBU4EEXDP109554,2013,-8,Mixed Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,92057,Beige,Gray,Sedan, OK,36.1563122,-95.9927516,34,26,174,air conditioning power windows power locks power steering tilt wheel am fm cd mp3 satellite immobilizer keyless entry daytime running lights dual front airbags side airbags head airbags rear head airbags active seatbelts all wheel abs,10500,-8.90476190476191
5YFBU4EEXDP142201,2013,-43,Frame Damage,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,114434,Unknown,Unknown,Sedan, FL,25.7741566,-80.1935973,34,26,166,bluetooth wireless dual air bags side air bags f r head curtain air bags daytime running lights alloy wheels 4 cyl 1 8 liter automatic 4 spd fwd traction control stability control abs 4 wheel keyless entry air conditioning power windows power door locks cruise control power steering,9990,-2.92292292292292
5YFBU4EEXDP163663,2013,-5,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,90618,Ash,Tropical Sea Metallic,Sedan, MD,39.4041967,-76.7956745,34,26,199,6 speakers am fm radio am fm cd player w mp3 wma capability cd player mp3 decoder radio data system air conditioning rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags,12000,-3.8
5YFBU4EEXDP185808,2013,-1,Personal Use,Clean,2,3,Automatic,Gas,FWD,1.8L Inline-4 Gas,87459,Bisque,Sandy Beach,Sedan, KS,39.3113257,-94.922759,34,26,215,4 speakers am fm radio am fm cd player w mp3 wma capability cd player mp3 decoder air conditioning rear window defroster power steering power windows remote keyless entry speed sensing steering traction control abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension,12985,1.10127069695803
5YFBU4EEXDP192659,2013,-2,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,134143,Ash,Barcelona Red Metallic,Sedan, MO,39.7686055,-94.8466322,34,26,187,6 speakers am fm radio am fm cd player w mp3 wma capability cd player mp3 decoder radio data system air conditioning rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags,11288,0
5YFBU4EEXDP207774,2013,-84,Personal Use,Clean,2,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,35400,Bisque,Black,Sedan, IN,38.2967791,-85.7602087,34,26,261,6 speakers am fm radio am fm cd player w mp3 wma capability cd player mp3 decoder radio data system air conditioning rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes anti whiplash front head restraints dual front impact airbags dual front side impact airbags,15724,3.44696006105317
5YFBURHE0EP017511,2014,-2,Personal Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,126000,Unknown,Super White,Sedan, UT,41.7313063,-111.834914,37,29,182,6 speakers am fm radio cd player mp3 decoder radio data system radio am fm cd player w 6 1 touch screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags,10995,-7.70350159163256
5YFBURHE0EP058415,2014,-22,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,115322,Tan,Charcoal,Sedan, NC,36.0956918,-79.4377991,38,29,202,door handle color body color front bumper color body color grille color black mirror color body color rear bumper color body color window trim black steering ratio 17 8 turns lock to lock 3 2 air filtration front air conditioning automatic climate control front air conditioning zones single interior accents color keyed interior accents metallic tone assist handle front assist handle rear center console front console with armrest and storage cruise control cupholders front,12190,-3.084495488105
5YFBURHE0EP099580,2014,-2,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,48283,Tan,Classic Silver Metallic,Sedan, CA,33.560832,-117.210656,38,29,298,rear view camera cruise control auxiliary audio input alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission bluetooth technology,17998,-0.727858650961218
5YFBURHE0FP213854,2015,-1599,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,75890,Steel Gray,Slate Metallic,Sedan, HI,21.304547,-157.855676,38,29,315,air filtration front air conditioning front air conditioning zones single airbag deactivation occupant sensing passenger front airbags dual knee airbags driver side airbags front side curtain airbags front antenna type element auxiliary audio input bluetooth in dash cd mp3 playback radio data system radio am fm total speakers 4 abs 4 wheel braking assist electronic brakeforce distribution front brake diameter 10 8,18995,0
5YFBURHE0FP257126,2015,-28,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,56139,Gray,Classic Silver Metallic,Sedan, OH,39.9622601,-83.0007065,38,29,278,6 speakers am fm radio cd player mp3 decoder radio data system radio am fm cd player w 6 1 touch screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags,16791,-0.0833780001191114
5YFBURHE0FP269602,2015,-14,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,104587,Ash,Barcelona Red Metallic,Sedan, TN,36.5277607,-87.3588703,37,29,224,6 speakers am fm radio cd player mp3 decoder radio data system radio am fm cd player w 6 1 touch screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags,13500,0.237037037037037
5YFBURHE0FP327000,2015,-51,Personal Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,21575,Steel Gray,Super White,Sedan, CA,33.8708215,-117.929416,36,27,293,bluetooth connectivity eight airbag system star safety system 50 state emissions carpeted floor mats trunk mat super white,17699,-0.700604553929601
5YFBURHE0FP365827,2015,-111,Personal Use,Clean,1,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,111021,Select,Blue,Sedan, VA,38.3031837,-77.4605399,38,29,199,1 12v dc power outlet 13 2 gal fuel tank 390cca maintenance free battery w run down protection 4 way passenger seat 60 40 folding bench front facing fold forward seatback rear seat 80 amp alternator air filtration airbag occupancy sensor analog appearance auto off projector beam led low beam daytime running headlamps w delay off automatic equalizer black side windows trim body colored door handles body colored front bumper body colored rear bumper cargo space lights carpet floor trim and carpet trunk lid rear cargo door trim clearcoat paint,11995,-6.24426844518549
5YFBURHE0GP426014,2016,-5,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,7646,Gray,Blue,Sedan, CA,33.9323307,-117.5508901,38,29,348,rear view camera cruise control auxiliary audio input alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission bluetooth technology,20998,0
5YFBURHE0GP457151,2016,-28,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,58120,Steel Gray,Super White,Sedan, MO,37.2081729,-93.2922715,36,27,298,cd player air conditioning tachometer 6 speakers radio data system rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension knee airbag low tire pressure warning,17998,4.08934326036226
5YFBURHE0GP473088,2016,-78,Fleet Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,104026,Black,White,Sedan, CA,38.7521235,-121.2880059,37,29,249,door handle color body color exhaust tip color chrome front bumper color body color grille color black grille color chrome surround mirror color body color rear bumper color body color rear spoiler lip rear spoiler color body color window trim black steering ratio 17 8 turns lock to lock 3 2 air filtration armrests rear center with cupholders floor material carpet front air conditioning automatic climate control front air conditioning zones single interior accents color keyed,14999,2.17347823188213
5YFBURHE0GP557718,2016,-4,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,94700,Black,Slate Metallic,Sedan, NE,41.1365122,-95.8937398,37,29,224,s plus package 6 speakers am fm radio cd player radio data system radio am fm cd player w 6 1 touch screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags,13500,-3.03703703703704
5YFBURHE0HP599288,2017,-157,Rental Use,Clean,3,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,102999,Beige,Silver,Sedan, VA,38.3031837,-77.4605399,35,28,232,1 12v dc power outlet 13 2 gal fuel tank 390cca maintenance free battery w run down protection 4 way passenger seat 60 40 folding bench front facing fold forward seatback rear seat 80 amp alternator air filtration airbag occupancy sensor analog appearance automatic equalizer back up camera black grille black side windows trim body colored door handles body colored front bumper body colored rear bumper cargo space lights carpet floor trim and carpet trunk lid rear cargo door trim,13995,-5.23758485173276
5YFBURHE0HP613223,2017,-11,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,86125,Black,Falcon Gray Metallic,Sedan, CA,33.1216751,-117.0814849,35,28,298,rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows automatic transmission automated cruise control leatherette cloth,17998,0
5YFBURHE0HP618499,2017,-14,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,61653,Black,Super White,Sedan, OR,45.3803261,-122.5945507,35,28,315,all weather floor liner package disc 6 speakers am fm radio siriusxm cd player radio data system radio entune audio plus w connected navigation air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags,18990,0.484465508162191
5YFBURHE0HP637263,2017,-24,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,67690,Steel Gray,Super White,Sedan, FL,28.7007225,-81.349278,36,28,290,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags,17480,5.74942791762014
5YFBURHE0HP731191,2017,-38,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,57869,Steel Gray,Blizzard Pearl,Sedan, IL,38.5922715,-89.9112124,36,28,285,carpet mat package tms 6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension,17188,0
5YFBURHE0JP770448,2018,-23,Mixed Use,Clean,2,3,Automatic,Gas,FWD,1.8L Inline-4 Gas,80174,Black,Falcon Gray Metallic,Sedan, NJ,40.55418,-74.2860008,36,28,240,cruise control front wheel drive intermittent wipers bucket seats daytime running lights trip computer power steering power windows power door locks remote trunk release manual adjustable front head restraints and fixed rear head restraints remote releases inc mechanical cargo access and mechanical fuel driver monitoring alert passenger air bag sensor fixed rear window w defroster full floor console w covered storage and 1 12v dc power outlet dual stage driver and passenger front airbags front side air bag,14498,-0.331080148986067
5YFBURHE0JP775293,2018,-72,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,18478,Steel Gray,Galactic Aqua Mica,Sedan, NC,35.7803977,-78.6390989,36,28,333,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,20069,0.199312372315512
5YFBURHE0JP779327,2018,-6,Fleet Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,52371,Black,Falcon Gray Metallic,Sedan, GA,34.1206564,-84.0043513,36,28,331,rear view camera cruise control auxiliary audio input overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission automated cruise control bluetooth technology,19998,1.28012801280128
5YFBURHE0JP800340,2018,-8,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,41761,Black,Black Sand Pearl,Sedan, NC,34.7509962,-77.4309829,35,28,348,rear view camera auxiliary audio input rear spoiler alloy wheels overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows automatic transmission automated cruise control bluetooth technology,20998,1.30012382131632
5YFBURHE0JP805232,2018,-56,Fleet Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,52778,Steel Gray,Black Sand Pearl,Sedan, FL,25.7741566,-80.1935973,36,28,273,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags,16497,2.29132569558101
5YFBURHE0JP810947,2018,-271,Mixed Use,Clean,2,3,Automatic,Gas,FWD,1.8L Inline-4 Gas,94163,Unknown,Black,Sedan, FL,26.715364,-80.0532942,36,28,257,abs brakes child safety door locks cruise control driver airbag front side airbag passenger airbag power windows run flat tires side head curtain airbag telescopic steering column,15490,2.20142027114267
5YFBURHE0JP819664,2018,-12,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,61607,Black,Classic Silver Metallic,Sedan, CA,36.992568,-121.9428597,36,28,308,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,18581,1.09789569990851
5YFBURHE0JP832785,2018,-12,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,171921,Steel Gray,Classic Silver Metallic,Sedan, FL,28.5421218,-81.379045,36,28,239,6 speakers cd player radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension,14435,9.24835469345341
5YFBURHE0JP838375,2018,-233,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,49767,Steel Gray,Classic Silver Metallic,Sedan, NC,35.7803977,-78.6390989,36,28,314,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar,18952,0.137188687209793
5YFBURHE0JP844919,2018,-22,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,108390,Black,Super White,Sedan, OK,35.4729886,-97.5170536,36,28,265,4 cylinder engine 4 wheel abs 4 wheel disc brakes a c adaptive cruise control adjustable steering wheel aluminum wheels am fm stereo auto off headlights back up camera bluetooth brake assist bucket seats cd player child safety locks climate control cloth seats compact spare tire,16000,2.29375
5YFBURHE0JP846296,2018,-23,Fleet Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,65730,Black,Classic Silver,Sedan, GA,33.7939953,-84.6604899,35,28,315,6 speakers cd player radio data system air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension,18991,0.758253909746722
5YFBURHE0JP847495,2018,-9,Fleet Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,56462,Gray,Burgundy,Sedan, NC,35.7803977,-78.6390989,36,28,331,rear view camera auxiliary audio input overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission entune automated cruise control bluetooth technology,19998,2.56025602560256
5YFBURHE0KP866744,2019,-32,Frame Damage,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,26084,Unknown,Falcon Gray Metallic,Sedan, FL,27.9836329,-82.2756468,36,28,282,gas engine type regular unleaded fuel type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders variable valvetrain double overhead valvetrain 16 number of valves 10 0 compression ratio eco mode sport mode 28 epa city fuel economy 36 epa highway fuel economy 32 epa combined fuel economy,16994,0.511945392491468
5YFBURHE0KP869336,2019,-31,Personal Use,Clean,3,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,41063,Unknown,Black Sand Pearl,Sedan, FL,25.7741566,-80.1935973,36,28,272,6 speakers am fm radio cd player radio data system radio entune audio w 6 1 screen air conditioning rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension knee airbag,16400,-4.12804878048781
5YFBURHE0KP884399,2019,-118,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,124036,Black,Red,Sedan, FL,26.1223084,-80.1433786,36,28,240,door handle color body color front bumper color body color grille color black mirror color body color rear bumper color body color steering ratio 17 8 turns lock to lock 3 2 air filtration armrests rear center with cupholders armrests rear folding floor material carpet front air conditioning automatic climate control front air conditioning zones single interior accents chrome interior accents color keyed interior accents metallic tone shift knob trim alloy steering wheel trim urethane,14501,2.76532652920488
5YFBURHE0KP895855,2019,-2,Frame Damage,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,46366,Ash,Classic Silver Metallic,Sedan, AZ,32.2228765,-110.974847,36,28,298,air filtration front air conditioning automatic climate control front air conditioning zones single airbag deactivation occupant sensing passenger front airbags dual passenger seat cushion knee airbags driver side airbags front side curtain airbags front rear side curtain airbag rollover sensor antenna type element auxiliary audio input bluetooth usb ipod iphone jack in dash cd mp3 playback single disc,17997,2.20592320942379
5YFBURHE0KP916509,2019,-27,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,45061,Steel Gray,Blizzard Pearl,Sedan, MO,37.2081729,-93.2922715,36,28,323,cd player air conditioning spoiler tachometer 6 speakers am fm radio radio data system radio entune audio w 6 1 screen automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls speed sensing steering traction control 4 wheel disc brakes abs brakes,19499,0.805169495871583
5YFBURHE0KP935948,2019,-12,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,121374,Steel Gray,Classic Silver Metallic,Sedan, CA,33.9404441,-118.1292846,36,28,230,cd player air conditioning tachometer 6 speakers am fm radio radio data system radio entune audio w 6 1 screen rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension,13888,0
5YFBURHE0KP939417,2019,-43,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,71655,Unknown,Barcelona Red Metallic,Sedan, TN,35.1460249,-90.0517638,36,28,305,wheels 16 x 6 5 wide vent steel front bucket seats fabric seat trim radio entune audio w 6 1 screen led daytime running lights drl 6 speakers air conditioning electronic stability control tachometer abs brakes am fm radio automatic temperature control brake assist bumpers body color cd player delay off headlights driver door bin driver vanity mirror,18417,0
5YFBURHE1EP034494,2014,-8,Personal Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,89758,Gray,Super White,Sedan,Online Retailer,,,38,29,265,rear view camera tire pressure monitoring system adjustable seats led lights air conditioning braking assist electronic brake force distribution daytime running lights fog lights alloy wheels traction control split folding seats keyless entry cruise control handsfree bluetooth integration side curtain airbags child seat anchors 16 inch wheels,15999,2.50015625976624
5YFBURHE1EP037928,2014,-78,Fleet Use,Clean,4,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,112019,Black,Grey,Sedan, PA,39.9527237,-75.1635262,37,29,214,traction control stability control abs 4 wheel keyless entry air conditioning power windows power door locks cruise control power steering tilt wheel am fm stereo cd mp3 multi disc bluetooth wireless entune infotainment backup camera dual air bags side air bags f r head curtain air bags,12900,-1.33333333333333
5YFBURHE1EP039243,2014,-63,Personal Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,42898,Ash,Super White,Sedan, CA,33.8708215,-117.929416,38,29,268,remote keyless entry auto climate control backup camera 50 state emissions super white,16199,-1.96925736156553
5YFBURHE1EP099099,2014,-117,Personal Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,85515,Black,White,Sedan, CA,38.5810606,-121.493895,37,29,265,door handle color body color exhaust tip color chrome front bumper color body color grille color chrome surround mirror color body color rear bumper color body color rear spoiler rear spoiler color body color window trim black steering ratio 17 8 turns lock to lock 3 2 air filtration front air conditioning automatic climate control front air conditioning zones single interior accents color keyed interior accents metallic tone steering wheel trim leather assist handle front,15995,0.23757424195061
5YFBURHE1EP129847,2014,-27,Personal Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,34901,Black,Blue Crush Metallic,Sedan, NY,40.8006567,-73.7284647,37,29,260,4 cylinder engine abs a c adjustable steering wheel am fm stereo automatic headlights auxiliary audio input brake assist bucket seats cd player child safety locks temporary spare tire daytime running lights driver air bag driver vanity mirror stability control front wheel drive gasoline fuel,15695,-1.04491876393756
5YFBURHE1EP163061,2014,0,Rental Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,97008,Gray,Super White,Sedan, IA,41.6274511,-93.7380243,38,29,249,rear view camera cruise control auxiliary audio input overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo rear defroster cd audio power windows cloth seats automatic transmission bluetooth technology entune,14998,-1.13348446459528
5YFBURHE1EP163982,2014,-10,Fleet Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,95013,Black,Blue Crush Metallic,Sedan, CO,39.7392364,-104.984862,37,29,248,4 cyl 1 8 liter auto cvti s w man mode fwd traction control stability control abs 4 wheel keyless entry air conditioning power windows power door locks cruise control power steering tilt wheel am fm stereo cd mp3 multi disc bluetooth wireless entune infotainment backup camera,14984,0
5YFBURHE1FP301053,2015,-27,Personal Use,Clean,5,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,122598,Steel Gray,Gray,Sedan, NC,35.4798757,-79.1802994,36,27,211,cd player mp3 decoder air conditioning rear window defroster power steering power windows steering wheel mounted audio controls speed sensing steering traction control abs brakes dual front impact airbags dual front side impact airbags front anti roll bar front wheel independent suspension knee airbag low tire pressure warning occupant sensing airbag overhead airbag,12737,0.777263091779854
5YFBURHE1FP306768,2015,-16,Rental Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,96085,Ash,Super White,Sedan, CA,36.7394421,-119.78483,38,29,238,4 cylinder engine 4 wheel abs a c adjustable steering wheel am fm stereo auto off headlights back up camera bluetooth brake assist bucket seats cd player child safety locks climate control cloth seats compact spare tire continuously variable trans cruise control daytime running lights,14383,1.08461378015713
5YFBURHE1FP336868,2015,-118,Personal Use,Clean,3,3,Automatic,Gas,FWD,1.8L Inline-4 Gas,142906,Gray,White,Sedan, NC,35.8240265,-80.2533838,36,27,191,door handle color body color front bumper color body color grille color black mirror color body color rear bumper color body color window trim black steering ratio 17 8 turns lock to lock 3 2 front air conditioning front air conditioning zones single assist handle front assist handle rear center console front console with armrest and storage cupholders front power steering steering wheel tilt and telescopic steering wheel mounted controls audio power outlet s 12v front,11500,0.234782608695652
5YFBURHE1GP423672,2016,-37,Fleet Use,Clean,3,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,99196,Black,White,Sedan, CA,38.5810606,-121.493895,37,29,247,door handle color body color exhaust tip color chrome front bumper color body color grille color black grille color chrome surround mirror color body color rear bumper color body color rear spoiler lip rear spoiler color body color window trim black steering ratio 17 8 turns lock to lock 3 2 air filtration floor material carpet front air conditioning automatic climate control front air conditioning zones single steering wheel trim leather interior accents color keyed,14899,0
5YFBURHE1GP456669,2016,-174,Mixed Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,127545,Grey,Burgundy,Sedan, VA,38.882334,-77.1710914,38,29,207,4 cyl 1 8 liter automatic cvti s fwd traction control stability control abs 4 wheel keyless entry air conditioning power windows power door locks cruise control power steering tilt telescoping wheel am fm stereo cd mp3 single disc bluetooth wireless entune backup camera,12485,0.496595915098118
5YFBURHE1GP472743,2016,-18,Personal Use,Clean,2,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,42755,Steel Gray,Super White,Sedan, GA,34.0028569,-84.1441046,36,27,306,ipod mp3 input bluetooth cd player mp3 player remote trunk release steering wheel controls child safety locks electronic stability control bucket seats brake assist 4 wheel abs tire pressure monitoring system front disc rear drum brakes vehicle anti theft system trip computer 4 speed a t a c driver air bag,18488,2.78018173950671
5YFBURHE1GP473441,2016,-12,Fleet Use,Clean,2,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,52820,Steel Gray,Slate Metallic,Sedan, GA,32.4610708,-84.9880449,36,27,281,bluetooth connection steel gray fabric seat trim slate metallic 50 state emissions,16962,0
5YFBURHE1GP507152,2016,-150,Rental Use,Clean,4,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,130964,Unknown,Dk Blue,Sedan, CA,33.9128272,-118.3426122,36,27,197,gas engine type regular unleaded fuel type 132 horsepower 6000 horsepower rpm 128 torque 4400 torque rpm 1 8 engine displacement inline engine configuration 4 cylinders 27 epa city fuel economy 36 epa highway fuel economy 31 epa combined fuel economy automatic transmission type 4 gear number 2 85 first gear ratio 1 55 second gear ratio 1 0 third gear ratio 0 7 fourth gear ratio,11895,-2.24464060529634
5YFBURHE1GP563561,2016,-1280,Fleet Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,55500,Black,Super White,Sedan, HI,21.304547,-157.855676,38,29,331,air filtration front air conditioning zones single front air conditioning automatic climate control airbag deactivation occupant sensing passenger front airbags dual knee airbags driver side airbags front side curtain airbags front antenna type element auxiliary audio input bluetooth in dash cd mp3 playback radio data system radio am fm speed sensitive volume control total speakers 6 abs 4 wheel braking assist electronic brakeforce distribution,19995,0
