carVIN,scrapeURL_Model_Year,listingDateDiff,vehicleHistUseType,vehicleHistTitleStatus,vehicleHistNumOwners,vehicleHistAccidents,transmissionType,fuelType,driveType,engineInfo,mileage,interiorColor,exteriorColor,style,location_state,car_location_latitude,car_location_longitude,mileageRating_HWY,mileageRating_CTY,monthlyPayment_USD,allFeatures,listPrice_USD,Price_Difference_Pct
5YFEPMAE9NP371836,2022,,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,8,Light Gray,Black Sand Pearl,Sedan, FL,25.7741566,-80.1935973,38,30,376,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,22662,0.375077221780955
5YFEPMAE9NP373733,2022,-5,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,11,Black,Black Sand Pearl,Sedan, FL,25.7741566,-80.1935973,38,30,361,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,21799,-0.596357631083995
5YFEPMAE9NP374140,2022,,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,4984,Light Gray,Blueprint,Sedan, GA,33.9528472,-84.5496148,38,30,397,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,23981,-0.500396146949669
5YFEPMAE9NP391763,2022,-1,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,3186,Black,Classic Silver Metallic,Sedan, FL,25.7741566,-80.1935973,38,30,431,rear view camera auxiliary audio input overhead airbags traction control side airbags air conditioning abs brakes power locks power mirrors am fm stereo satellite radio ready rear defroster power windows cloth seats automatic transmission automated cruise control apple carplay lane departure warning,25998,1.90014616508962
5YFEPMAEXMP149921,2021,-44,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,22212,Unknown,Super White,Sedan, UT,40.7596198,-111.886797,38,30,381,front wheel drive power steering abs 4 wheel disc brakes brake assist steel wheels tires front performance tires rear performance wheel covers temporary spare tire power mirror s rear defrost intermittent wipers variable speed intermittent wipers daytime running lights automatic headlights led headlights automatic highbeams,22969,0.34829552875615
5YFEPMAEXMP157873,2021,-74,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,28551,Unknown,Super White,Sedan, UT,40.7596198,-111.886797,38,30,397,front wheel drive power steering abs 4 wheel disc brakes brake assist steel wheels tires front performance tires rear performance wheel covers temporary spare tire power mirror s rear defrost intermittent wipers variable speed intermittent wipers daytime running lights automatic headlights led headlights automatic highbeams,23969,5.55717802161125
5YFEPMAEXMP164273,2021,-16,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,59964,Black,Blueprint,Sedan, NC,35.650711,-78.4563914,38,30,381,front wheel drive power steering abs 4 wheel disc brakes brake assist steel wheels tires front performance tires rear performance wheel covers temporary spare tire power mirror s rear defrost intermittent wipers variable speed intermittent wipers daytime running lights automatic headlights led headlights automatic highbeams,22988,6.89925178353924
5YFEPMAEXMP168341,2021,-41,Rental Use,Clean,0,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,67724,Light Gray,Classic Silver Metallic,Sedan, TN,36.1623886,-85.4997057,38,30,330,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,19901,0.723581729561329
5YFEPMAEXMP177816,2021,-31,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,43986,Black,Barcelona Red Metallic,Sedan, MA,42.3718183,-71.0281505,38,30,321,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,19350,0
5YFEPMAEXMP178349,2021,-78,Mixed Use,Clean,3,2,Automatic,Gas,FWD,1.8L Inline-4 Gas,36201,Black,Gray,Sedan, NJ,39.9928898,-74.7876624,38,30,331,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,19999,0
5YFEPMAEXMP183079,2021,-6,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,62594,Silver,Classic Silver Metallic,Sedan, VA,36.7168315,-76.2494453,38,30,366,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,22100,4.12217194570136
5YFEPMAEXMP187181,2021,-63,Rental Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,62569,Black,Classic Silver Metallic,Sedan, CA,37.4332273,-121.8989248,38,30,336,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,20304,0
5YFEPMAEXMP191361,2021,-16,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,23229,Silver Cloth,Classic Silver Metallic,Sedan, PA,39.9375112,-77.6612586,38,30,373,4 cylinder engine 4 wheel disc brakes a c a t abs adjustable steering wheel aluminum wheels am fm stereo automatic headlights,22488,0.769299181785841
5YFEPMAEXMP206473,2021,-113,Fleet Use,Clean,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,35808,Light Gray,Super White,Sedan, GA,31.1499528,-81.4914894,38,30,379,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,22900,4.10480349344978
5YFEPMAEXMP207879,2021,-16,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,41302,Black,Gray,Sedan, NV,36.0319602,-114.9822716,38,30,414,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,24988,2.60124859932768
5YFEPMAEXMP208062,2021,-28,Mixed Use,Salvage,1,1,Automatic,Gas,FWD,1.8L Inline-4 Gas,20021,Black,Black Sand Pearl,Sedan, IL,41.8847507,-88.2039607,38,30,282,4 cyl 1 8 liter automatic cvt fwd hill start assist control traction control stability control vehicle dynamic control abs 4 wheel keyless entry air conditioning power windows power door locks dynamic cruise control remote trunk release power steering tilt telescoping wheel am fm stereo siriusxm satellite,16999,8.22989587622801
5YFEPMAEXMP209485,2021,-14,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,41718,Unknown,Classic Silver Metallic,Sedan, AZ,33.4255117,-111.940016,38,30,360,classic silver metallic back up camera keyless entry mp3 player satellite radio telephone bluetooth connection tire front tires front performance tire rear tires rear performance,21697,1.10153477439277
5YFEPMAEXMP213715,2021,-2,Personal Use,Clean,1,0,Automatic,Gas,FWD,1.8L Inline-4 Gas,47507,Black,Barcelona Red Metallic,Sedan, CA,37.3361663,-121.890591,38,30,398,6 speakers am fm radio siriusxm radio data system radio audio air conditioning automatic temperature control rear window defroster power steering power windows remote keyless entry steering wheel mounted audio controls four wheel independent suspension traction control 4 wheel disc brakes abs brakes dual front impact airbags dual front side impact airbags emergency communication system safety connect with 1 year trial,23991,0
